"6334","duCret School of Arts","DUCRET","1030 Central Ave","Plainfield","NJ","7060"
"6335","Everest Institute - Pittsburgh","duffs-institute","100 Forbes Ave, Suite 1200","Pittsburgh","PA","15222"
"6336","Watts School of Nursing","duhs","3643 N Roxboro Road","Durham","NC","27704"
"6337","Duke University","duke","103 Allen Bldg","Durham","NC","27708"
"6338","Dongguk University - Los Angeles","dula","440 Shatto Pl","Los Angeles","CA","90020"
"6339","Dunlap-Stone University","dunlap-stone","11225 N. 28th Drive Suite B201","Phoenix","AZ","85029"
"6340","Dunwoody College of Technology","dunwoody","818 Dunwoody Blvd","Minneapolis","MN","55403"
"6341","Duquesne University","duq","Administration Bldg 600 Forbes Ave","Pittsburgh","PA","15282"
"6342","Durham Technical Community College","durhamtech","1637 Lawson St","Durham","NC","27703"
"6343","Diablo Valley College","DVC","321 Golf Club Rd","Pleasant Hill","CA","94523"
"6344","DVS College","dvscollege","3325 Wilshire Blvd, Ste 200 SUITE 200","Los Angeles","CA","90010"
"6345","Daniel Webster College","dwc","20 University Dr","Nashua","NH","3063"
"6346","Divine Word College","dwci","102 Jacoby Dr SW","Epworth","IA","52045"
"6347","Dakota Wesleyan University","dwu","1200 W University Ave","Mitchell","SD","57301"
"6348","D'Youville College","dyc","320 Porter Ave","Buffalo","NY","14201"
"6349","Eastern Arizona College","eac","615 N. Stadium Ave.","Thatcher","AZ","85552"
"6350","East Arkansas Community College","EACC","1700 Newcastle Rd","Forrest City","AR","72335"
"6351","Escuela de Artes Plasticas de Puerto Rico","eap","Barrio Ballaja Campo Del Morro","San Juan","PR","902"
"6352","Earlham College","earlham","801 National Rd West","Richmond","IN","47374"
"6353","Avalon School of Cosmetology","EARLSACADEMY","2111 S Alma School Rd Ste 21","Mesa","AZ","85210"
"6354","Dean Institute of Technology","earthlink","1501 W Liberty Ave","Pittsburgh","PA","15226"
"6355","East Central College","eastcentral","1964 Prairie Dell Road","Union","MO","63084"
"6356","East Central Technical College","eastcentraltech","667 Perry House Rd","Fitzgerald","GA","31750"
"6357","Eastern Center for Arts and Technology","eastech","3075 Terwood Rd","Willow Grove","PA","19090"
"6358","Eastern University","eastern","1300 Eagle Rd","Saint Davids","PA","19087"
"6359","Eastern Connecticut State University","easternct","83 Windham St","Willimantic","CT","6226"
"6360","Eastern School of Acupuncture and Traditional Medicine","easternschool","427 Bloomfield Ave., Suite 301","Montclair","NJ","7042"
"6361","Wade Powell & Associates, Inc. Dale Carnegie Training","easternvirginia","291 Independence Blvd., Suite 515","Virginia Beach","VA","23462"
"6362","East Metro Opportunities Industrialization Center","eastmetrooic","1919 University Ave Suite 500","Saint Paul","MN","55104"
"6363","East Mississippi Community College","eastms","1512 Kemper Street","Scooba","MS","39358"
"6364","East-West University","eastwest","816 S Michigan Ave","Chicago","IL","60605"
"6365","Elmira Business Institute","ebi-college","303 North Main Street","Elmira","NY","14901"
"6366","Palmer Theological Seminary of Eastern University","ebts","6 E. Lancaster Avenue","Wynnewood","PA","19096"
"6367","Emmanuel College","ec","181 Spring Street","Franklin Springs","GA","30639"
"6368","Erie Community College","ecc","121 Ellicott St","Buffalo","NY","14203"
"6369","East Central Community College","eccc","275 West Broad Street","Decatur","MS","39327"
"6370","Merced Adult School","ecec","50 East 20th Street","Merced","CA","95344"
"6371","Eastern College of Health Vocations - Little Rock","echv","200 South University Avenue","Little Rock","AR","72205"
"6372","The English Center","eciw","66 Franklin Street, Suite 300","Oakland","CA","94607"
"6373","Eckerd College","eckerd","4200 54th Ave S","Saint Petersburg","FL","33711"
"6374","East Central University","ecok","1100 E. 14th Street","Ada","OK","74820"
"6375","Ecclesia College","ecollege","9653 Nations Drive","Springdale","AR","72764"
"6376","Chattanooga College - Med. & Dental Tech Careers","ecpconline","3805 Brainerd Rd","Chattanooga","TN","37411"
"6377","ECPI University","ecpi","5555 Greenwich Rd Ste 300","Virginia Beach","VA","23462"
"6378","ECPI Technical College","ecpitech","800 Moorefield Pk Dr","Richmond","VA","23236"
"6379","Elizabeth City State University","ecsu","1704 Weeksville Rd","Elizabeth City","NC","27909"
"6380","Erie County Technical School","ects","8500 Oliver Road","Erie","PA","16509"
"6381","East Carolina University","ecu","East 5th Street","Greenville","NC","27858"
"6382","Edmonds Community College","edcc","20000 68th Ave W","Lynnwood","WA","98037"
"6383","Eden Theological Seminary","eden","475 East Lockwood Avenue","St. Louis","MO","63119"
"6384","Cayce/Reilly School of Massotherapy","edgarcayce","215 67th Street","Virginia Beach","VA","23451"
"6385","Edgecombe Community College","edgecombe","2009 W Wilson St","Tarboro","NC","27886"
"6386","Edgewood College","edgewood","1000 Edgewood College Drive","Madison","WI","53711"
"6387","EDIC College","ediccollege","Calle Genova Num 5 Urb Caguas Norte","Caguas","PR","725"
"6388","Edinboro University of Pennsylvania","edinboro","219 Meadville Street","Edinboro","PA","16444"
"6389","Edison State College","edison","8099 College Pky SW","Fort Myers","FL","33919"
"6390","Edison State Community College","edisonOHIO","1973 Edison Dr","Piqua","OH","45356"
"6391","EdNet Career Institute","ednet4u","6018 Variel Avenue","Woodland Hills","CA","91367"
"6392","Electronic Data Processing College of Puerto Rico Inc","edpcollege","560 Ponce de Leon Ave.  Cr. Arroyo St.","San Juan","PR","919"
"6393","EDP School of Computer Programming","edpschool","1601 Voorhies Avenue, Suite 2","Brooklyn","NY","11235"
"6394","Episcopal Divinity School","eds","99 Brattle St","Cambridge","MA","2138"
"6395","Educating Hands School of Massage","educatinghands","3883 Biscayne Boulevard","Miami","FL","33731"
"6396","Educators of Beauty - La Salle","educatorsofbeauty","122 Wright Street","La Salle","IL","61301"
"6397","Edutek College","edutekcollege","3855 Fishcreek Rd","Stow","OH","44224"
"6398","EF International Schools of English","ef","200 Lake Street","Boston","MA","2135"
"6399","Eastfield College","efc","3737 Motley Drive","Mesquite","TX","75150"
"6400","East Georgia State College","ega","131 College Cir","Swainsboro","GA","30401"
"6401","Emily Griffith Technical College","egos-school","1250 Welton St","Denver","CO","80204"
"6402","Elk Grove Adult & Community Education","egusd","8401-B Gerber Road","Sacramento","CA","95828"
"6403","Emory and Henry College","ehc","One Garnand Drive","Emory","VA","24327"
"6404","EHOVE Adult Career Center","ehove","316 W Mason Rd","Milan","OH","44846"
"6405","Elegance International","ei","1622 N. Highland Ave","Hollywood","CA","90028"
"6406","Eastern Iowa Community College District","eicc","306 W River Dr","Davenport","IA","52801"
"6407","Albert Einstein Medical Center","einstein","5501 Old York Road","Philadelphia","PA","19141"
"6408","Eastern Idaho Technical College","eitc","1600 S 25th E","Idaho Falls","ID","83404"
"6409","Eastern Illinois University","eiu","600 Lincoln Avenue","Charleston","IL","61920"
"6410","Eastern Kentucky University","eku","521 Lancaster Ave","Richmond","KY","40475"
"6411","East Los Angeles College","elac","1301 Ave Cesar Chavez","Monterey Park","CA","91754"
"6412","The Elaine Sterling Institute","elainesterling","4840 Roswell Road, Building E, Suite 201","Atlanta","GA","30042"
"6413","Elaine Steven Beauty College","elainestevenbeautycollege","10420 W Florissant","Saint Louis","MO","63136"
"6414","El Camino College","elcamino","16007 Crenshaw Blvd","Torrance","CA","90506"
"6415","El Centro College","elcentrocollege","801 Main","Dallas","TX","75202"
"6416","Eldon Career Center","eldoncareercenter","112 S. Pine","Eldon","MO","65026"
"6417","Brigham Young  University Independent Study","elearn","120 Morris Center","Provo","UT","84602"
"6418","Marinello School of Beauty - Burbank","elegantebc","200 North San Fernando Boulevard","Burbank","CA","91502"
"6419","Elgin Community College","elgin","1700 Spartan Drive","Elgin","IL","60123"
"6420","English Language Institute","elisf","210 Post Street, Suite 401-4","San Francisco","CA","94108"
"6421","Tennessee Technology Center at Elizabethton","elizabethton","426 Highway 91","Elizabethton","TN","37643"
"6422","Elizabethtown Community and Technical College","elizabethtown","600 College Street Rd","Elizabethtown","KY","42701"
"6423","Susquehanna County Career and Technology","elklakeschool","Box 100, Schoolhouse Road","Dimock","PA","18816"
"6424","John Hancock University","ellis","One Mid America Plaza Suite 130","Oakbrook Terrace","IL","60181"
"6425","Elmhurst College","elmhurst","190 Prospect Ave","Elmhurst","IL","60126"
"6426","Elmira College","elmira","One Park Place","Elmira","NY","14901"
"6427","College of Our Lady of the Elms","elms","291 Springfield St","Chicopee","MA","1013"
"6428","Elon University","elon","100 Campus Drive","Elon","NC","27244"
"6429","ELS Language Centers","els","400 Alexander Park","Princeton","NJ","8540"
"6430","Maricopa Community Colleges - Estrella Mountain Community College","emc","3000 North Dysart Road","Avondale","AZ","85323"
"6431","Eastern Maine Community College","emcc","354 Hogan Road","Bangor","ME","4401"
"6432","Emergency Training Services, Inc.","emergencytraining","3050 Paul Sweet Road","Santa Cruz","CA","95065"
"6433","Emerson College","emerson","120 Boylston Street","Boston","MA","2116"
"6434","Eastern Michigan University","emich","202 Welch","Ypsilanti","MI","48197"
"6435","Emmanuel College","emmanuel","400 The Fenway","Boston","MA","2115"
"6436","Emmaus Bible College","emmaus","2570 Asbury Rd","Dubuque","IA","52001"
"6437","Emory University","emory","201 Dowman Drive","Atlanta","GA","30322"
"6438","Empire College","empcol","3035 Cleveland Ave","Santa Rosa","CA","95403"
"6439","Emperor's College of Traditional Oriental Medicine","emperors","1807-B Wilshire Blvd, Ste #200","Santa Monica","CA","90403"
"6440","Empire Beauty School - Baltimore","empire","5633 Reisterstown Road","Baltimore","MD","21215"
"6441","Employment Solutions - College for Technical Education","employmentsolutionsinc","1165 Centre Parkway, Suite 120","Lexington","KY","40517"
"6442","Emporia State University","emporia","1200 Commercial Street","Emporia","KS","66801"
"6443","Eastern Mennonite University","emu","1200 Park Rd","Harrisonburg","VA","22802"
"6444","El Monte - Rosemead Adult School","emuhsd","10807 Ramona Boulevard","El Monte","CA","91731"
"6445","Eastern Nazarene College","enc","23 E Elm Ave","Quincy","MA","2170"
"6446","Endicott College","endicott","376 Hale St","Beverly","MA","1915"
"6447","Lincoln Technical Institute - South Plainfield","enginecitytech","901Hadley Road","South Plainfield","NJ","7080"
"6448","Columbia School of English","englishcolumbia","9237 SE Powell Boulevard","Portland","OR","97266"
"6449","Eastern New Mexico University","enmu","1500 S. Ave. K","Portales","NM","88130"
"6450","Eastern Oklahoma County Technology Center","eoctech","4601 N Choctaw Rd","Choctaw","OK","73020"
"6451","Eastern Oklahoma State College","eosc","1301 W. Main","Wilburton","OK","74578"
"6452","Eastern Oregon University","eou","One University Boulevard","La Grande","OR","97850"
"6453","El Paso Community College","epcc","919 Hunter Drive","El Paso","TX","79915"
"6454","Embry-Riddle Aeronautical University - Daytona Beach","erau","600 S Clyde Morris Blvd","Daytona Beach","FL","32114"
"6455","Erie Business Center","ErieBC","246 W Ninth St","Erie","PA","16501"
"6456","Erie Institute of Technology Inc","ErieIT","940 Millcreek Mall","Erie","PA","16565"
"6457","Erikson Institute","erikson","451 North LaSalle Street","Chicago","IL","60654"
"6458","Erskine College","erskine","2 Washington St","Due West","SC","29639"
"6459","Eastern Shore Community College","es","29300 Lankford Hwy","Melfa","VA","23410"
"6460","SUNY Empire State College","esc","1 Union Ave","Saratoga Springs","NY","12866"
"6461","Enterprise State Community College","escc","600 Plaza Drive","Enterprise","AL","36330"
"6462","Escuela Hotelera de San Juan","escuelahotelera","229 Guayama St","Hato Rey","PR","917"
"6463","SUNY College of Environmental Science and Forestry","esf","One Forestry Dr","Syracuse","NY","13210"
"6464","East San Gabriel Valley Regional Occupational Program","esgvrop","1501 W Del Norte St.","West Covina","CA","91790"
"6465","ESL Instruction & Consulting, Inc.","eslinstruction","2200 Northlake Parkway, Suite 276","Tucker","GA","30084"
"6466","Emmanuel Christian Seminary","esr","One Walker Dr","Johnson City","TN","37601"
"6467","Essex County College","essex","303 University Ave","Newark","NJ","7102"
"6468","Esthetics Institute at Concord Academy","estheticsinstitute","20 S Main St","Concord","NH","3301"
"6469","Professional Technical Institution","estudiapti","Calle Comerio Final 20.5  La Aldea","Bayamon","PR","959"
"6470","East Stroudsburg University of Pennsylvania","esu","200 Prospect St","East Stroudsburg","PA","18301"
"6471","East Texas Baptist University","etbu","1209 N Grove","Marshall","TX","75670"
"6472","Escuela Tecnica De Electricidad","eteponce@prtc","Calle Villa #190","Ponce","PR","730"
"6473","Eternity Bible College","eternitybiblecollege","2136 Winifred Street","Simi Valley","CA","93063"
"6474","Laurus Technical Institute","ETIMEDICAL","523 Church Street","Decatur","GA","30030"
"6475","Elizabethtown College","etown","One Alpha Dr","Elizabethtown","PA","17022"
"6476","Ecumenical Theological Seminary","etseminary","2930 Woodward Ave","Detroit","MI","48201"
"6477","East Tennessee State University","etsu","807 University Pky","Johnson City","TN","37614"
"6478","EUCON International College","eucon","P.O Box 500087 CK","Saipan","MP","96950"
"6479","Eureka College","EUREKA","300 E. College Ave.","Eureka","IL","61530"
"6480","Evangel University","evangel","1111 N Glenstone","Springfield","MO","65802"
"6481","Evangelia University","evangelia","2660 W. Woodland Dr., Suite 200","Anaheim","CA","92801"
"6482","Evangelical Theological Seminary","evangelical","121 S College St","Myerstown","PA","17067"
